,ORDERTYPE,CUSTOMER,ITEMCODE,ORDERDATE,OREDEREDQUANTITY
26748,ES3,C00246,IT0001151,05-JUL,24.0
26749,ES1,C00277,IT0001133,06-JUL,16.0
26750,ES3,C00158,IT0001113,08-JUL,18.0
26751,ES1,C00351,IT0001277,07-JUL,25.0
26752,ES1,C00351,IT0001270,07-JUL,38.0
26753,ES3,C00313,IT0001076,08-JUL,250.0
26754,ES3,C00313,IT0001088,08-JUL,320.0
26755,ES1,C00128,IT0001178,09-JUL,500.0
26756,ES1,C00128,IT0001180,09-JUL,320.0
26757,ES1,C00257,IT0001076,11-JUL,500.0
26758,ES1,C00257,IT0001124,11-JUL,64.0
26759,ES1,C00257,IT0001151,11-JUL,24.0
26760,ES1,C00257,IT0001162,11-JUL,24.0
26761,ES1,C00257,IT0001113,11-JUL,72.0
26762,ES1,C00257,IT0001471,09-JUL,10.0
26763,ES1,C00257,IT0001499,09-JUL,25.0
26764,ES1,C00128,IT0001012,09-JUL,6250.0
26765,ES1,C00128,IT0001012,09-JUL,6250.0
26766,ES1,C00128,IT0001012,09-JUL,6250.0
26767,ES1,C00311,IT0001077,11-JUL,50.0
26768,ES1,C00311,IT0001089,11-JUL,75.0
26769,ES1,C00113,IT0001151,29-JUL,56.0
26770,ES1,C00113,IT0001124,29-JUL,112.0
26771,ES1,C00113,IT0001124,29-JUL,112.0
26772,ES1,C00113,IT0001133,29-JUL,112.0
26773,ES1,C00113,IT0001012,29-JUL,2000.0
26774,ES1,C00113,IT0001012,29-JUL,2000.0
26775,ES1,C00113,IT0001012,29-JUL,2000.0
26776,ES1,C00113,IT0001012,29-JUL,2000.0
26777,ES1,C00113,IT0001012,29-JUL,2000.0
26778,ES1,C00113,IT0001076,29-JUL,1250.0
26779,ES1,C00113,IT0001076,29-JUL,1250.0
26780,ES1,C00113,IT0001040,29-JUL,144.0
26781,ES3,C00240,IT0001433,16-JUL,299.0
26782,ES3,C00240,IT0001433,16-JUL,299.0
26783,ES1,C00128,IT0001033,12-JUL,260.0
26784,ES1,C00335,IT0001101,12-JUL,720.0
26785,ES1,C00335,IT0001101,12-JUL,720.0
26786,ES1,C00335,IT0001101,12-JUL,720.0
26787,ES3,C00342,IT0001076,12-JUL,500.0
26788,ES3,C00342,IT0001088,12-JUL,640.0
26789,ES3,C00342,IT0001113,12-JUL,72.0
26790,ES1,C00127,IT0001471,15-JUL,14.0
26791,ES3,C00166,IT0001088,14-JUL,250.0
26792,ES1,C00205,IT0001088,14-JUL,320.0
26793,ES3,C00146,IT0001088,14-JUL,160.0
26794,ES1,C00315,IT0001481,14-JUL,75.0
26795,ES1,C00238,IT0001414,14-JUL,15.0
26796,ES1,C00110,IT0001367,15-JUL,3.0
26797,ES1,C00311,IT0001124,15-JUL,64.0
26798,ES3,C00166,IT0001162,15-JUL,100.0
26799,ES1,C00182,IT0001076,16-JUL,250.0
26800,ES1,C00182,IT0001088,16-JUL,160.0
26801,ES1,C00182,IT0001101,16-JUL,180.0
26802,ES1,C00182,IT0001108,16-JUL,130.0
26803,ES1,C00316,IT0001133,16-JUL,32.0
26804,ES1,C00238,IT0001406,15-JUL,7.0
26805,ES1,C00238,IT0001415,15-JUL,20.0
26806,ES1,C00238,IT0001443,15-JUL,5.0
26807,ES1,C00238,IT0001471,15-JUL,13.0
26808,ES1,C00238,IT0001476,15-JUL,50.0
26809,ES1,C00301,IT0001012,16-JUL,1500.0
26810,ES1,C00301,IT0001012,16-JUL,1500.0
26811,ES1,C00301,IT0001113,16-JUL,72.0
26812,ES1,C00301,IT0001162,16-JUL,40.0
26813,ES1,C00301,IT0001170,16-JUL,40.0
26814,ES1,C00366,IT0001124,19-JUL,8.0
26815,ES3,C00366,IT0001076,21-JUL,250.0
26816,ES1,C00315,IT0001012,23-JUL,1000.0
26817,ES1,C00315,IT0001012,23-JUL,1000.0
26818,ES1,C00315,IT0001012,23-JUL,1000.0
26819,ES1,C00315,IT0001012,23-JUL,1000.0
26820,ES1,C00315,IT0001020,23-JUL,480.0
26821,ES1,C00315,IT0001020,23-JUL,480.0
26822,ES1,C00315,IT0001020,23-JUL,480.0
26823,ES1,C00315,IT0001076,23-JUL,500.0
26824,ES1,C00315,IT0001076,23-JUL,500.0
26825,ES1,C00315,IT0001040,23-JUL,144.0
26826,ES1,C00315,IT0001040,23-JUL,144.0
26827,ES1,C00315,IT0001151,23-JUL,240.0
26828,ES1,C00315,IT0001151,23-JUL,240.0
26829,ES1,C00315,IT0001151,23-JUL,240.0
26830,ES1,C00143,IT0001381,19-JUL,13.0
26831,ES3,C00246,IT0001151,19-JUL,48.0
26832,ES1,C00115,IT0001012,21-JUL,2000.0
26833,ES1,C00115,IT0001012,21-JUL,2000.0
26834,ES1,C00115,IT0001012,21-JUL,2000.0
26835,ES1,C00115,IT0001088,21-JUL,320.0
26836,ES1,C00115,IT0001088,21-JUL,320.0
26837,ES1,C00115,IT0001012,21-JUL,2500.0
26838,ES1,C00115,IT0001012,21-JUL,2500.0
26839,ES1,C00115,IT0001012,21-JUL,2500.0
26840,ES1,C00115,IT0001012,21-JUL,2500.0
26841,ES1,C00115,IT0001088,21-JUL,640.0
26842,ES1,C00115,IT0001088,21-JUL,640.0
26843,ES1,C00115,IT0001162,21-JUL,104.0
26844,ES1,C00283,IT0001162,20-JUL,64.0
26845,ES1,C00283,IT0001076,20-JUL,250.0
26846,ES1,C00283,IT0001088,20-JUL,160.0
26847,ES1,C00283,IT0001113,20-JUL,72.0
26848,ES1,C00283,IT0001020,20-JUL,320.0
26849,ES1,C00283,IT0001020,20-JUL,320.0
26850,ES1,C00313,IT0001088,21-JUL,160.0
26851,ES1,C00313,IT0001040,21-JUL,72.0
26852,ES1,C00313,IT0001020,21-JUL,160.0
26853,ES1,C00313,IT0001151,21-JUL,80.0
26854,ES3,C00201,IT0001076,29-JUL,250.0
26855,ES3,C00201,IT0001088,29-JUL,125.0
26856,ES3,C00201,IT0001101,29-JUL,50.0
26857,ES3,C00201,IT0001108,29-JUL,25.0
26858,ES3,C00201,IT0001084,29-JUL,250.0
26859,ES3,C00201,IT0001096,29-JUL,75.0
26860,ES3,C00313,IT0001113,26-JUL,72.0
26861,ES3,C00128,IT0001151,21-JUL,40.0
26862,ES3,C00128,IT0001068,21-JUL,72.0
26863,ES1,C00312,IT0001012,21-JUL,250.0
26864,ES1,C00313,IT0001151,22-JUL,200.0
26865,ES1,C00313,IT0001151,22-JUL,200.0
26866,ES1,C00313,IT0001162,22-JUL,160.0
26867,ES1,C00313,IT0001162,22-JUL,160.0
26868,ES1,C00315,IT0001376,21-JUL,2.0
26869,ES1,C00315,IT0001381,21-JUL,2.0
26870,ES1,C00315,IT0001367,21-JUL,2.0
26871,ES1,C00238,IT0001376,22-JUL,5.0
26872,ES1,C00312,IT0001020,21-JUL,160.0
26873,ES1,C00168,IT0001113,22-JUL,40.0
26874,ES3,C00158,IT0001088,23-JUL,21.0
26875,ES3,C00127,IT0001012,22-JUL,2750.0
26876,ES3,C00127,IT0001012,22-JUL,2750.0
26877,ES3,C00127,IT0001020,22-JUL,1760.0
26878,ES3,C00127,IT0001020,22-JUL,1760.0
26879,ES3,C00127,IT0001020,22-JUL,1760.0
26880,ES3,C00127,IT0001020,22-JUL,1760.0
26881,ES3,C00127,IT0001020,22-JUL,1760.0
26882,ES3,C00127,IT0001033,22-JUL,130.0
26883,ES3,C00127,IT0001040,22-JUL,72.0
26884,ES3,C00127,IT0001076,22-JUL,2500.0
26885,ES3,C00127,IT0001076,22-JUL,2500.0
26886,ES3,C00127,IT0001076,22-JUL,2500.0
26887,ES3,C00127,IT0001076,22-JUL,2500.0
26888,ES3,C00127,IT0001076,22-JUL,2500.0
26889,ES3,C00127,IT0001076,22-JUL,2500.0
26890,ES3,C00127,IT0001076,22-JUL,2500.0
26891,ES3,C00127,IT0001088,22-JUL,1600.0
26892,ES3,C00127,IT0001088,22-JUL,1600.0
26893,ES3,C00127,IT0001088,22-JUL,1600.0
26894,ES3,C00127,IT0001088,22-JUL,1600.0
26895,ES3,C00127,IT0001088,22-JUL,1600.0
26896,ES3,C00127,IT0001088,22-JUL,1600.0
26897,ES3,C00127,IT0001088,22-JUL,1600.0
26898,ES3,C00127,IT0001088,22-JUL,1600.0
26899,ES3,C00127,IT0001088,22-JUL,1600.0
26900,ES3,C00127,IT0001108,22-JUL,130.0
26901,ES3,C00127,IT0001113,22-JUL,72.0
26902,ES3,C00165,IT0001076,25-AUG,500.0
26903,ES1,C00205,IT0001151,22-JUL,160.0
26904,ES1,C00205,IT0001151,22-JUL,160.0
26905,ES1,C00240,IT0001376,22-JUL,50.0
26906,ES1,C00240,IT0001371,22-JUL,50.0
26907,ES1,C00240,IT0001381,22-JUL,50.0
26908,ES1,C00240,IT0001371,22-JUL,50.0
26909,ES3,C00238,IT0001088,22-JUL,1600.0
26910,ES3,C00238,IT0001088,22-JUL,1600.0
26911,ES3,C00238,IT0001088,22-JUL,1600.0
26912,ES3,C00238,IT0001088,22-JUL,1600.0
26913,ES3,C00238,IT0001088,22-JUL,1600.0
26914,ES3,C00238,IT0001108,22-JUL,130.0
26915,ES3,C00238,IT0001101,22-JUL,180.0
26916,ES3,C00238,IT0001170,22-JUL,40.0
26917,ES3,C00238,IT0001124,22-JUL,200.0
26918,ES1,C00115,IT0001471,22-JUL,2.0
26919,ES3,C00311,IT0001076,23-JUL,2500.0
26920,ES3,C00311,IT0001076,23-JUL,2500.0
26921,ES3,C00311,IT0001076,23-JUL,2500.0
26922,ES1,C00222,IT0001251,09-AUG,1325.0
26923,ES1,C00238,IT0001415,23-JUL,31.0
26924,ES1,C00238,IT0001471,23-JUL,42.0
26925,ES1,C00205,IT0001076,28-JUL,1250.0
26926,ES1,C00205,IT0001076,28-JUL,1250.0
26927,ES1,C00205,IT0001076,28-JUL,1250.0
26928,ES1,C00205,IT0001088,28-JUL,1280.0
26929,ES1,C00205,IT0001088,28-JUL,1280.0
26930,ES1,C00205,IT0001088,28-JUL,1280.0
26931,ES1,C00205,IT0001088,28-JUL,1280.0
26932,ES1,C00205,IT0001101,28-JUL,180.0
26933,ES1,C00205,IT0001020,28-JUL,1280.0
26934,ES1,C00205,IT0001020,28-JUL,1280.0
26935,ES1,C00205,IT0001020,28-JUL,1280.0
26936,ES1,C00205,IT0001020,28-JUL,1280.0
26937,ES1,C00205,IT0001020,28-JUL,1280.0
26938,ES1,C00205,IT0001040,28-JUL,144.0
26939,ES1,C00205,IT0001040,28-JUL,144.0
26940,ES1,C00205,IT0001133,28-JUL,60.0
26941,ES1,C00205,IT0001151,28-JUL,240.0
26942,ES1,C00205,IT0001159,28-JUL,160.0
26943,ES1,C00205,IT0001159,28-JUL,160.0
26944,ES1,C00205,IT0001170,28-JUL,160.0
26945,ES1,C00205,IT0001170,28-JUL,160.0
26946,ES3,C00205,IT0001415,23-JUL,50.0
26947,ES3,C00205,IT0001471,23-JUL,50.0
26948,ES3,C00205,IT0001494,23-JUL,100.0
26949,ES1,C00238,IT0001124,25-JUL,8.0
26950,ES1,C00196,IT0001012,23-JUL,750.0
26951,ES1,C00354,IT0001151,04-AUG,104.0
26952,ES1,C00354,IT0001162,04-AUG,56.0
26953,ES1,C00354,IT0001159,04-AUG,56.0
26954,ES1,C00354,IT0001076,04-AUG,500.0
26955,ES1,C00354,IT0001012,04-AUG,2000.0
26956,ES1,C00354,IT0001012,04-AUG,2000.0
26957,ES1,C00354,IT0001012,04-AUG,2000.0
26958,ES1,C00354,IT0001012,04-AUG,2000.0
26959,ES1,C00354,IT0001020,04-AUG,960.0
26960,ES1,C00354,IT0001020,04-AUG,960.0
26961,ES1,C00354,IT0001020,04-AUG,960.0
26962,ES1,C00354,IT0001040,04-AUG,72.0
26963,ES1,C00354,IT0001012,04-AUG,1500.0
26964,ES1,C00354,IT0001012,04-AUG,1500.0
26965,ES1,C00354,IT0001012,04-AUG,1500.0
26966,ES1,C00354,IT0001020,04-AUG,800.0
26967,ES1,C00354,IT0001020,04-AUG,800.0
26968,ES1,C00354,IT0001020,04-AUG,800.0
26969,ES1,C00354,IT0001020,04-AUG,800.0
26970,ES1,C00354,IT0001020,04-AUG,800.0
26971,ES3,C00311,IT0001076,25-JUL,3000.0
26972,ES3,C00311,IT0001076,25-JUL,3000.0
26973,ES3,C00311,IT0001088,25-JUL,1280.0
26974,0,0,0,0,0.0
26975,ES3,C00128,IT0001088,26-JUL,160.0
26976,ES1,C00287,IT0001096,26-JUL,9.0
26977,ES1,C00287,IT0001076,26-JUL,250.0
26978,ES1,C00287,IT0001020,26-JUL,160.0
26979,ES1,C00340,IT0001012,26-JUL,250.0
26980,ES1,C00340,IT0001124,26-JUL,8.0
26981,ES1,C00340,IT0001133,26-JUL,8.0
26982,ES1,C00329,IT0001076,04-AUG,125.0
26983,ES1,C00110,IT0001376,26-JUL,1.0
26984,ES1,C00110,IT0001367,26-JUL,1.0
26985,ES1,C00314,IT0001076,26-JUL,750.0
26986,ES1,C00314,IT0001076,26-JUL,750.0
26987,ES1,C00314,IT0001076,26-JUL,750.0
26988,ES1,C00314,IT0001088,26-JUL,480.0
26989,ES1,C00314,IT0001088,26-JUL,480.0
26990,ES1,C00314,IT0001088,26-JUL,480.0
26991,ES1,C00314,IT0001113,26-JUL,72.0
26992,ES1,C00314,IT0001012,26-JUL,2000.0
26993,ES1,C00314,IT0001012,26-JUL,2000.0
26994,ES1,C00314,IT0001012,26-JUL,2000.0
26995,ES1,C00314,IT0001012,26-JUL,2000.0
26996,ES1,C00314,IT0001012,26-JUL,2000.0
26997,ES1,C00314,IT0001012,26-JUL,2000.0
26998,ES1,C00314,IT0001033,26-JUL,130.0
26999,ES1,C00314,IT0001040,26-JUL,72.0
27000,ES3,C00366,IT0001088,26-JUL,160.0
27001,ES3,C00106,IT0001101,27-JUL,50.0
27002,ES1,C00301,IT0001151,27-JUL,80.0
27003,ES1,C00301,IT0001076,27-JUL,750.0
27004,ES1,C00301,IT0001076,27-JUL,750.0
27005,ES1,C00301,IT0001088,27-JUL,160.0
27006,ES1,C00301,IT0001494,27-JUL,20.0
27007,ES1,C00313,IT0001405,27-JUL,1.0
27008,ES1,C00313,IT0001414,27-JUL,1.0
27009,ES1,C00240,IT0001151,27-JUL,60.0
27010,ES1,C00240,IT0001162,27-JUL,32.0
27011,ES1,C00240,IT0001012,27-JUL,1000.0
27012,ES1,C00240,IT0001020,27-JUL,480.0
27013,ES1,C00240,IT0001020,27-JUL,480.0
27014,ES1,C00240,IT0001068,27-JUL,72.0
27015,ES3,C00246,IT0001012,27-JUL,250.0
27016,ES1,C00311,IT0001020,27-JUL,320.0
27017,ES1,C00311,IT0001020,27-JUL,320.0
27018,ES1,C00311,IT0001028,27-JUL,180.0
27019,ES1,C00311,IT0001151,27-JUL,200.0
27020,ES1,C00311,IT0001124,27-JUL,120.0
27021,ES1,C00311,IT0001108,27-JUL,130.0
27022,ES1,C00311,IT0001494,27-JUL,50.0
27023,ES1,C00172,IT0001151,28-JUL,48.0
27024,ES1,C00316,IT0001040,29-JUL,144.0
27025,ES1,C00257,IT0001371,29-JUL,13.0
27026,ES1,C00257,IT0001371,29-JUL,13.0
27027,ES1,C00257,IT0001415,29-JUL,15.0
27028,ES1,C00283,IT0001133,30-JUL,48.0
27029,ES1,C00283,IT0001113,30-JUL,72.0
27030,ES1,C00283,IT0001020,30-JUL,480.0
27031,ES1,C00283,IT0001020,30-JUL,480.0
27032,ES1,C00283,IT0001040,30-JUL,72.0
27033,ES3,C00313,IT0001020,30-JUL,1280.0
27034,ES3,C00313,IT0001020,30-JUL,1280.0
27035,ES3,C00313,IT0001020,30-JUL,1280.0
27036,ES3,C00313,IT0001020,30-JUL,1280.0
27037,ES3,C00313,IT0001020,30-JUL,1280.0
27038,ES3,C00313,IT0001020,30-JUL,1280.0
27039,ES1,C00315,IT0001433,30-JUL,27.0
27040,ES1,C00315,IT0001481,30-JUL,75.0
27041,ES1,C00315,IT0001481,30-JUL,75.0
27042,ES1,C00315,IT0001494,30-JUL,200.0
27043,ES1,C00315,IT0001494,30-JUL,200.0
27044,ES1,C00315,IT0001494,30-JUL,200.0
27045,ES1,C00143,IT0001088,30-JUL,91.0
27046,ES1,C00166,IT0001088,05-AUG,640.0
27047,ES1,C00301,IT0001371,01-AUG,10.0
27048,ES1,C00301,IT0001381,01-AUG,10.0
27049,ES1,C00115,IT0001164,03-AUG,16.0
27050,ES1,C00312,IT0001162,01-AUG,24.0
27051,ES1,C00312,IT0001405,01-AUG,3.0
27052,ES1,C00312,IT0001414,01-AUG,6.0
27053,ES1,C00334,IT0001151,01-AUG,96.0
27054,ES1,C00128,IT0001012,01-AUG,1500.0
27055,ES1,C00128,IT0001012,01-AUG,1500.0
27056,ES1,C00351,IT0001280,01-AUG,170.0
27057,ES1,C00351,IT0001273,01-AUG,125.0
27058,ES1,C00315,IT0001076,01-AUG,500.0
27059,ES1,C00315,IT0001076,01-AUG,500.0
27060,ES1,C00315,IT0001020,01-AUG,640.0
27061,ES1,C00315,IT0001020,01-AUG,640.0
27062,ES1,C00315,IT0001028,01-AUG,180.0
27063,ES1,C00315,IT0001108,01-AUG,130.0
27064,ES3,C00313,IT0001076,01-AUG,250.0
27065,ES3,C00313,IT0001113,01-AUG,288.0
27066,ES3,C00313,IT0001113,01-AUG,288.0
27067,ES3,C00313,IT0001113,01-AUG,288.0
27068,ES3,C00128,IT0001151,01-AUG,40.0
27069,ES3,C00128,IT0001124,01-AUG,40.0
27070,ES3,C00128,IT0001076,01-AUG,250.0
27071,ES3,C00128,IT0001020,01-AUG,320.0
27072,ES3,C00128,IT0001113,01-AUG,72.0
27073,ES3,C00313,IT0001088,04-AUG,160.0
27074,ES1,C00305,IT0001076,06-AUG,200.0
27075,ES1,C00305,IT0001108,06-AUG,20.0
27076,ES1,C00312,IT0001151,02-AUG,40.0
27077,0,0,0,0,0.0
27078,ES1,C00257,IT0001012,04-AUG,250.0
27079,ES1,C00257,IT0001088,04-AUG,160.0
27080,ES1,C00257,IT0001020,04-AUG,160.0
27081,ES1,C00240,IT0001405,02-AUG,7.0
27082,ES1,C00240,IT0001414,02-AUG,15.0
27083,ES1,C00240,IT0001471,02-AUG,7.0
27084,ES1,C00240,IT0001481,02-AUG,8.0
27085,ES1,C00240,IT0001494,02-AUG,10.0
27086,ES1,C00115,IT0001012,02-AUG,3750.0
27087,ES1,C00115,IT0001012,02-AUG,3750.0
27088,ES1,C00115,IT0001012,02-AUG,3750.0
27089,ES1,C00115,IT0001012,02-AUG,3750.0
27090,ES1,C00115,IT0001012,02-AUG,3750.0
27091,ES1,C00115,IT0001012,02-AUG,3750.0
27092,ES1,C00115,IT0001012,02-AUG,3750.0
27093,ES1,C00115,IT0001068,02-AUG,72.0
27094,ES1,C00115,IT0001076,02-AUG,2500.0
27095,ES1,C00115,IT0001076,02-AUG,2500.0
27096,ES1,C00115,IT0001076,02-AUG,2500.0
27097,ES1,C00115,IT0001076,02-AUG,2500.0
27098,ES1,C00115,IT0001076,02-AUG,2500.0
27099,ES1,C00115,IT0001076,02-AUG,2500.0
27100,ES1,C00115,IT0001076,02-AUG,2500.0
27101,ES1,C00115,IT0001108,02-AUG,130.0
27102,ES1,C00115,IT0001151,02-AUG,104.0
27103,ES1,C00277,IT0001076,02-AUG,100.0
27104,ES3,C00238,IT0001012,02-AUG,1750.0
27105,ES3,C00238,IT0001012,02-AUG,1750.0
27106,ES3,C00238,IT0001012,02-AUG,1750.0
27107,ES3,C00238,IT0001113,02-AUG,144.0
27108,ES1,C00115,IT0001063,03-AUG,180.0
27109,ES1,C00115,IT0001012,03-AUG,2500.0
27110,ES1,C00115,IT0001012,03-AUG,2500.0
27111,ES3,C00127,IT0001033,03-AUG,130.0
27112,ES3,C00127,IT0001076,03-AUG,1250.0
27113,ES3,C00127,IT0001076,03-AUG,1250.0
27114,ES3,C00127,IT0001076,03-AUG,1250.0
27115,ES3,C00127,IT0001088,03-AUG,800.0
27116,ES3,C00127,IT0001088,03-AUG,800.0
27117,ES3,C00127,IT0001088,03-AUG,800.0
27118,ES3,C00127,IT0001088,03-AUG,800.0
27119,ES3,C00127,IT0001113,03-AUG,72.0
27120,ES3,C00127,IT0001151,03-AUG,64.0
27121,ES3,C00127,IT0001012,03-AUG,2000.0
27122,ES3,C00127,IT0001012,03-AUG,2000.0
27123,ES3,C00127,IT0001020,03-AUG,800.0
27124,ES3,C00127,IT0001020,03-AUG,800.0
27125,ES3,C00127,IT0001020,03-AUG,800.0
27126,ES3,C00127,IT0001076,03-AUG,1250.0
27127,ES3,C00127,IT0001076,03-AUG,1250.0
27128,ES3,C00127,IT0001076,03-AUG,1250.0
27129,ES1,C00313,IT0001159,03-AUG,24.0
27130,ES3,C00110,IT0001012,03-AUG,750.0
27131,ES3,C00110,IT0001076,03-AUG,750.0
27132,ES3,C00110,IT0001076,03-AUG,750.0
27133,ES3,C00110,IT0001088,03-AUG,640.0
27134,ES3,C00110,IT0001088,03-AUG,640.0
27135,ES3,C00110,IT0001088,03-AUG,640.0
27136,ES3,C00110,IT0001159,03-AUG,24.0
27137,ES3,C00158,IT0001076,03-AUG,100.0
27138,ES3,C00158,IT0001088,03-AUG,50.0
27139,ES3,C00158,IT0001113,03-AUG,50.0
27140,ES1,C00143,IT0001376,04-AUG,6.0
27141,ES1,C00301,IT0001012,05-AUG,3000.0
27142,ES1,C00301,IT0001012,05-AUG,3000.0
27143,ES1,C00301,IT0001012,05-AUG,3000.0
27144,ES1,C00301,IT0001012,05-AUG,3000.0
27145,ES1,C00301,IT0001012,05-AUG,3000.0
27146,ES1,C00301,IT0001012,05-AUG,3000.0
27147,ES1,C00301,IT0001020,05-AUG,320.0
27148,ES1,C00301,IT0001088,05-AUG,160.0
27149,ES1,C00301,IT0001159,05-AUG,40.0
27150,ES1,C00301,IT0001162,05-AUG,80.0
27151,ES1,C00301,IT0001162,05-AUG,80.0
27152,ES3,C00313,IT0001088,06-AUG,320.0
27153,ES1,C00196,IT0001012,04-AUG,1000.0
27154,ES1,C00115,IT0001415,04-AUG,50.0
27155,ES1,C00316,IT0001113,04-AUG,72.0
27156,ES1,C00139,IT0001124,04-AUG,400.0
27157,ES1,C00139,IT0001124,04-AUG,400.0
27158,ES1,C00139,IT0001133,04-AUG,304.0
27159,ES3,C00277,IT0001101,04-AUG,5.0
27160,ES1,C00102,IT0001124,05-AUG,120.0
27161,ES1,C00127,IT0001076,05-AUG,1250.0
27162,ES1,C00127,IT0001076,05-AUG,1250.0
27163,ES1,C00127,IT0001088,05-AUG,1120.0
27164,ES1,C00127,IT0001113,05-AUG,72.0
27165,ES1,C00127,IT0001012,05-AUG,2500.0
27166,ES1,C00127,IT0001012,05-AUG,2500.0
27167,ES1,C00127,IT0001012,05-AUG,2500.0
27168,ES1,C00127,IT0001012,05-AUG,2500.0
27169,ES1,C00127,IT0001012,05-AUG,2500.0
27170,ES1,C00127,IT0001012,05-AUG,2500.0
27171,ES1,C00127,IT0001040,05-AUG,72.0
27172,ES1,C00127,IT0001088,05-AUG,1280.0
27173,ES1,C00127,IT0001012,05-AUG,2500.0
27174,ES1,C00127,IT0001012,05-AUG,2500.0
27175,ES1,C00127,IT0001012,05-AUG,2500.0
27176,ES1,C00127,IT0001012,05-AUG,2500.0
27177,ES1,C00334,IT0001076,05-AUG,250.0
27178,ES1,C00246,IT0001494,05-AUG,4.0
27179,ES1,C00126,IT0001088,05-AUG,320.0
27180,ES1,C00213,IT0001113,09-AUG,288.0
27181,ES1,C00335,IT0001151,06-AUG,320.0
27182,ES1,C00335,IT0001151,06-AUG,320.0
27183,ES1,C00335,IT0001151,06-AUG,320.0
27184,ES1,C00335,IT0001151,06-AUG,320.0
27185,ES1,C00335,IT0001162,06-AUG,96.0
27186,ES1,C00335,IT0001162,06-AUG,96.0
27187,ES1,C00335,IT0001162,06-AUG,96.0
27188,ES1,C00351,IT0001271,08-AUG,27.0
27189,ES1,C00287,IT0001012,09-AUG,250.0
27190,ES1,C00287,IT0001020,09-AUG,160.0
27191,ES1,C00301,IT0001124,08-AUG,48.0
27192,ES1,C00301,IT0001139,08-AUG,16.0
27193,ES1,C00301,IT0001012,08-AUG,3000.0
27194,ES1,C00301,IT0001012,08-AUG,3000.0
27195,ES1,C00301,IT0001012,08-AUG,3000.0
27196,ES1,C00301,IT0001012,08-AUG,3000.0
27197,ES1,C00301,IT0001012,08-AUG,3000.0
27198,ES1,C00301,IT0001012,08-AUG,3000.0
27199,ES1,C00301,IT0001012,08-AUG,3000.0
27200,ES1,C00301,IT0001028,08-AUG,180.0
27201,ES1,C00301,IT0001076,08-AUG,500.0
27202,ES1,C00301,IT0001076,08-AUG,500.0
27203,ES1,C00301,IT0001108,08-AUG,130.0
27204,ES1,C00301,IT0001101,08-AUG,180.0
27205,ES1,C00301,IT0001162,08-AUG,80.0
27206,ES1,C00301,IT0001162,08-AUG,80.0
27207,ES1,C00301,IT0001162,08-AUG,80.0
27208,ES1,C00301,IT0001170,08-AUG,40.0
27209,ES1,C00301,IT0001170,08-AUG,40.0
27210,ES3,C00313,IT0001076,08-AUG,2000.0
27211,ES3,C00313,IT0001076,08-AUG,2000.0
27212,ES3,C00313,IT0001076,08-AUG,2000.0
27213,ES3,C00313,IT0001076,08-AUG,2000.0
27214,ES3,C00313,IT0001088,08-AUG,1750.0
27215,ES3,C00313,IT0001088,08-AUG,1750.0
27216,ES3,C00313,IT0001088,08-AUG,1750.0
27217,ES1,C00312,IT0001433,08-AUG,10.0
27218,ES1,C00312,IT0001471,08-AUG,30.0
27219,ES1,C00312,IT0001414,08-AUG,15.0
27220,ES1,C00312,IT0001414,08-AUG,15.0
27221,ES1,C00312,IT0001012,08-AUG,250.0
27222,ES3,C00313,IT0001012,08-AUG,2500.0
27223,ES3,C00313,IT0001012,08-AUG,2500.0
27224,ES3,C00313,IT0001012,08-AUG,2500.0
27225,ES3,C00313,IT0001012,08-AUG,2500.0
27226,ES3,C00313,IT0001012,08-AUG,2500.0
27227,ES3,C00313,IT0001494,08-AUG,75.0
27228,ES1,C00334,IT0001088,08-AUG,320.0
27229,ES3,C00313,IT0001076,08-AUG,500.0
27230,ES3,C00334,IT0001371,08-AUG,7.0
27231,ES1,C00182,IT0001076,09-AUG,175.0
27232,ES1,C00334,IT0001113,09-AUG,72.0
27233,ES1,C00127,IT0001499,10-AUG,20.0
27234,ES1,C00127,IT0001488,10-AUG,75.0
27235,ES1,C00182,IT0001076,12-AUG,75.0
27236,ES1,C00182,IT0001088,12-AUG,50.0
27237,ES1,C00182,IT0001101,12-AUG,90.0
27238,ES1,C00182,IT0001113,12-AUG,30.0
27239,ES3,C00313,IT0001088,09-AUG,320.0
27240,ES3,C00313,IT0001088,09-AUG,320.0
27241,ES3,C00313,IT0001020,09-AUG,320.0
27242,ES3,C00313,IT0001020,09-AUG,320.0
27243,ES3,C00313,IT0001162,09-AUG,120.0
27244,ES3,C00313,IT0001162,09-AUG,120.0
27245,ES3,C00313,IT0001162,09-AUG,120.0
27246,ES1,C00257,IT0001076,10-AUG,250.0
27247,ES3,C00334,IT0001113,10-AUG,72.0
27248,ES3,C00334,IT0001088,10-AUG,160.0
27249,ES3,C00334,IT0001076,10-AUG,250.0
27250,ES3,C00313,IT0001406,10-AUG,16.0
27251,ES3,C00316,IT0001451,10-AUG,4.0
27252,ES3,C00316,IT0001453,10-AUG,6.0
27253,ES1,C00205,IT0001088,10-AUG,160.0
27254,ES1,C00205,IT0001012,10-AUG,250.0
27255,ES1,C00205,IT0001088,11-AUG,1600.0
27256,ES1,C00205,IT0001088,11-AUG,1600.0
27257,ES1,C00205,IT0001088,11-AUG,1600.0
27258,ES1,C00205,IT0001088,11-AUG,1600.0
